title,infobox,length,wikilinks,editorcount,pageID,aveviews,categories
Adele Buffington,"{'name': 'Adele Buffington', 'image': 'AdeleBuffington.1922.jpg', 'caption': 'Buffington in 1922', 'birth_date': '{{birth date|1900|2|12}}', 'birth_place': '[[St. Louis]], [[Missouri]], United States', 'death_date': '{{death date and age|1973|11|23|1900|2|12}}', 'death_place': '[[Woodland Hills, Los Angeles|Woodland Hills]], [[California]], United States', 'birthname': 'Adele Burgdorfer', 'occupation': 'Screenwriter', 'yearsactive': '1919–1958'}",15475,"[""A Man's Land"", 'Adventures of Wild Bill Hickok', 'American Film Institute', 'Arizona Bound (1941 film)', 'Bad Men of the Border', 'Bare Knees', 'Beauty for the Asking', 'Biblioteca Nacional de España', 'Bibliothèque nationale de France', 'Blood Will Tell (1927 film)', 'Born to the Saddle', 'Broadway After Midnight', 'Buck Jones', 'Bullwhip', 'Bullwhip (film)', 'California', 'Cheaters (1934 film)', 'Circus Girl (film)', 'Coney Island (1928 film)', 'Cow Country', 'Dawn on the Great Divide', 'Devil Dogs (film)', 'Down Texas Way', 'Eager Lips', 'Empty Hearts', 'Extravagance (1930 film)', 'Famous Players-Lasky', 'Forbidden Trails', 'Forgotten Women (1931 film)', 'Freighters of Destiny', 'Ghost Town Law', 'Ghost Valley', 'Guy Madison', 'Haunted Gold', 'Hi, Gaucho!', 'High Speed (1932 film)', 'Hoot Gibson', 'Integrated Authority File', 'International Standard Name Identifier', 'Jiggs and Maggie Out West', 'John Wayne', 'Johnny Mack Brown', 'Just Like Heaven (1930 film)', 'Keeper of the Bees (1935 film)', ""L'Apache"", 'Lady Tubbs', 'Library of Congress Control Number', 'Lucille Ball', 'L’Apache', ""Michael O'Halloran (1937 film)"", 'Midnight Life (film)', 'Missouri', 'Motion Picture Country House and Hospital', 'Outlaws of Stampede Pass', 'Overland Telegraph (film)', 'Picture Brides', 'Powdersmoke Range', 'Prison Nurse', 'Raiders of the Border', 'Rhonda Fleming', 'Screen Writers Guild', 'Shadows on the Range', 'Silent film', 'Single-Handed Sanders', 'Six Gun Mesa', 'Sound film', 'St. Louis', 'Stranger from Santa Fe', 'Streets of San Francisco (film)', 'Tenth Avenue Kid', 'The Avenging Rider (1928 film)', 'The Chorus Kid', 'The Cowboy and the Countess', 'The Duke Comes Back (film)', 'The Eleventh Commandment (1933 film)', 'The Galloping Cowboy', 'The Gunman from Bodie', 'The Hell Cat (1934 film)', 'The Moonstone (1934 film)', 'The Phantom City', 'The Restless Gun', 'The River Woman', 'The Sheik Steps Out', 'The Stranger from Pecos', 'The Test of Donald Norton', 'The Texas Kid', 'The Valiant Hombre', 'Thomas H. Ince', 'Tim Holt', 'Times Square (1929 film)', 'Tom Keene (actor)', 'Virtual International Authority File', 'West of El Dorado', 'West of Singapore', 'West of Wyoming', 'Western (genre)', 'Western Renegades', 'When Strangers Meet', 'Whip Wilson', 'Wild Beauty', 'Woodland Hills, Los Angeles', 'WorldCat Identities']",15,45225820,3,"['Category:1900 births', 'Category:1973 deaths', 'Category:20th-century American women writers', 'Category:20th-century American writers', 'Category:American women screenwriters', 'Category:Screenwriters from Missouri', 'Category:Writers from St. Louis']"
Adele Comandini,,2269,"['A Girl of the Limberlost (1934 film)', 'Academy Award for Best Story', 'Always in My Heart (film)', 'Beyond Tomorrow (film)', 'Biblioteca Nacional de España', 'California', 'Christmas in Connecticut', 'Christmas in Connecticut (1992 film)', 'Danger Signal', 'Flame of the Islands', 'Hell Bound (1931 film)', 'Her First Romance', 'IMDb', 'Integrated Authority File', 'International Standard Name Identifier', 'Los Angeles', 'Playing Around', 'Strange Illusion', 'Subway Sadie', 'Système universitaire de documentation', ""The Girl from Woolworth's"", 'The Joy Girl', 'The Love Racket', 'The Mating of Millie', 'The Road to Reno (1938 film)', 'Three Smart Girls', 'Virtual International Authority File', 'WorldCat Identities']",18,42800523,2,"['Category:1898 births', 'Category:1987 deaths', 'Category:American women screenwriters', 'Category:American writers of Italian descent']"
Adolph Luetgert,"{'name': 'Adolph Luetgert', 'image': 'Adolph Luetgert 1897.gif', 'caption': 'Luetgert, depicted in 1897', 'birth_name': 'Adolph Ludwig Lütgert', 'birth_date': '{{birth date|1845|12|27}}', 'birth_place': '[[Gütersloh]], [[Province of Westphalia|Westphalia]]', 'death_date': '{{death date and age|1899|07|07|1845|12|07}}', 'occupation': 'Businessman', 'conviction_penalty': '[[Life imprisonment]]', 'spouse': 'Caroline Roepke (1872-1877)<br />Louisa Bicknese (1878-1897)', 'conviction': 'Murder', 'locations': '[[Chicago]]'}",13047,"['Anthropologist', 'Arsenic', 'Charles S. Deneen', 'Chicago', 'Condominium', 'Conviction', 'Cook County', 'Courthouse', 'Defense (law)', 'Domestic violence', 'England', 'Expert witness', 'Field Columbian Museum', 'Forensic anthropologist', 'Forensic science', 'George Amos Dorsey', 'German-American', 'Germany', 'Governor of Illinois', 'Gütersloh', 'Hung jury', 'Illinois', 'International Standard Name Identifier', 'International Standard Serial Number', 'Joliet Correctional Center', 'Jury deliberation', 'Library of Congress Control Number', 'Life imprisonment', 'Liquor', 'London', 'Lye', 'Metatarsal', 'Missing person', 'New York City', 'Panic of 1896', 'Phalanx bones', 'Potash', 'Prosecution', 'Province of Westphalia', 'Quincy, Illinois', 'SNAC', 'Sausage', ""State's Attorney"", 'Tanning (leather)', 'United States', 'United States Senator', 'Virtual International Authority File', 'WorldCat Identities']",91,20727931,24,"['Category:1845 births', 'Category:1899 deaths', 'Category:American food company founders', 'Category:American people convicted of murder', 'Category:American people of German descent', 'Category:American prisoners sentenced to life imprisonment', 'Category:Businesspeople from Chicago', 'Category:German people convicted of murder', 'Category:Incidents of domestic violence', 'Category:Murder in Illinois']"
Adrian John Ebell,{'fetchwikidata': 'ALL'},3098,"['Albany Medical College', 'Chicago', 'Dakota War of 1862', 'Ebell Club of Santa Paula', 'Ebell Society', 'Ebell of Los Angeles', 'Hamburg', ""Harper's Bazaar"", 'Internet Archive', 'Jaffna', 'Lyceum', 'Minnesota', 'New Haven, Connecticut', 'New York City', 'Oakland, California', 'Saint Paul, Minnesota', 'Sheffield Scientific School', 'Sri Lanka', 'University-preparatory school', ""Women's club"", ""Women's education in the United States"", 'Yale University']",19,17514471,2,"['Category:1840 births', 'Category:1877 deaths', 'Category:Albany Medical College alumni', 'Category:Dakota War of 1862', 'Category:Sri Lankan emigrants to the United States', 'Category:United States Army officers', 'Category:Yale University alumni']"
Agatha Bennett,,2454,"['Addie Pearl Nicholson', 'Amelia Bennett', 'Andrea Williams', 'Annie Bell Pettway', 'Annie Bendolph', 'Annie E. Pettway', 'Annie Mae Young', 'Aolar Mosely', 'Arcola Pettway', 'Arlonzia Pettway', 'Bettie Bendolph Seltzer', 'Candis Pettway', 'Deborah Pettway Young', 'Delia Bennett', 'Edwina Pettway', 'Ella Mae Irby', 'Elyzabeth Gregory Wilder', 'Emma Lee Pettway Campbell', 'Estelle Witherspoon', 'Flora Moore', 'Florine Smith', 'Freedom Quilting Bee', 'Geraldine Westbrook', 'Gloria Hoppins', 'Harriet Powers', 'Henrietta Pettway', 'High Museum of Art', 'History of quilting', 'International Standard Book Number', 'Irene Latham', 'Irene Williams', 'Jessie T. Pettway', 'Linda Diane Bennett', 'Lola Pettway', 'Loretta Pettway', 'Loretta Pettway Bennett', 'Lottie Mooney', 'Louella Pettway', 'Louisiana Bendolph', 'Lucy Mingo', 'Lucy Mooney', 'Lucy T. Pettway', 'Lutisha Pettway', 'Magalene Wilson', 'Martha Jane Pettway', 'Mary Elizabeth Kennedy', 'Mary L. Bennett', 'Mary Lee Bendolph', 'Mensie Lee Pettway', 'Mertlene Perkins', 'Minder Coleman', 'Minnie Sue Coleman', 'Nell Hall Williams', 'Nellie Mae Abrams', 'Nettie Jane Kennedy', 'Nettie Young', 'Patricia McKissack', 'Patty Ann Williams', 'Polly Bennett', ""Quilts of Gee's Bend"", 'Quilts of the Underground Railroad', 'Qunnie Pettway', 'Rachel Carey George', 'Sally Mae Pettway', 'Souls Grown Deep Foundation', ""Stitchin' and Pullin'"", 'Sue Willie Seltzer', ""The Quilts of Gee's Bend"", 'Torrey Quilt Collection', 'Willie Abrams']",5,60548109,1,"['Category:1919 births', 'Category:2006 deaths', 'Category:20th-century American artists', 'Category:20th-century American women artists', 'Category:African-American women artists', 'Category:American artist stubs', 'Category:Artists from Alabama', 'Category:Quilters']"
Agnes Arber,"{'name': 'Agnes Arber', 'image': 'Agnes Arber circa 1916.jpg', 'caption': 'Arber circa 1916', 'birth_name': 'Agnes Robertson', 'birth_date': '{{Birth date|df|=|yes|1879|02|23}}', 'birth_place': '[[Primrose Hill]], London', 'death_date': '{{Death date and age|df|=|yes|1960|03|22|1879|02|23}}', 'death_place': '[[Cambridge]]', 'fields': '[[Plant morphology]], [[plant anatomy]]', 'alma_mater': '[[University College, London|University College]], London <small>(BSc, 1899)</small><br>[[Newnham College]] <small>(1902)</small><br>University College, London <small>(Sc.D., 1905)</small>', 'influences': '[[Ethel Sargant]]', 'awards': 'Gold Medal of the [[Linnean Society of London]] <small>(1948)</small><br> Fellow of the Royal Society <small>(1946)</small><br> President, Botany Section, British Association for the Advancement of Science <small>(1921)</small>', 'spouse': '[[Edward Alexander Newell Arber]] (m. 1909)', 'children': 'Muriel Agnes (1913–2004) {{sfn|Friend|2012}}'}",22915,"['Albert Charles Seward', 'Annals of Botany', 'Aquatic plants', 'Author citation (botany)', 'Balfour Laboratory for Women', 'Bamboo', 'Bibliothèque nationale de France', 'Bibsys', 'Blue Plaque', 'Botanical name', 'Botany', 'CUP Archive', 'Cambridge', 'Cambridge University Press', 'Cereals', 'Compound leaves', 'Dictionary of Scientific Biography', 'Digital object identifier', 'Doctorate of Science', 'Donald Struan Robertson', 'Dorothea Pertz', 'Edward Alexander Newell Arber', 'Ernst Mayr', 'Ethel Sargant', 'Fellow of the Royal Society', 'Frances Buss', 'Girton College', 'Goethe', 'Gramineae', 'Grasses', 'Gymnosperm', 'Harry Godwin', 'Herbals', 'History of botany', 'Integrated Authority File', 'International Plant Names Index', 'International Standard Book Number', 'International Standard Name Identifier', 'JSTOR', 'John Ray', 'Joseph Banks', 'Journal of the Society for the Bibliography of Natural History', 'LIBRIS', 'Library of Congress Control Number', 'Linnean Medal', 'Linnean Society of London', 'List of botanists by author abbreviation (A)', 'Marcello Malpighi', 'Margaret Hills', 'Monocot', 'Monocots', 'Monocotyledon', 'National Diet Library', 'National Library of Australia', 'National Library of Israel', 'National Library of Latvia', 'National Library of the Czech Republic', 'Natural history', 'Nehemiah Grew', 'Newnham College', 'North London Collegiate School', 'Philosopher of biology', 'Phylogenies', 'Plant anatomy', 'Plant morphology', 'Primrose Hill', 'Project Gutenberg', 'Regius Professor of Greek (Cambridge)', 'Royal Library of the Netherlands', 'SNAC', 'Shoot', 'Stuttgart Database of Scientific Illustrators 1450–1950', 'Système universitaire de documentation', 'Taxon (journal)', 'The Geological Society', 'Thomas Kuhn', 'Trove', 'University College, London', 'University of Cambridge', 'Virtual International Authority File', 'Wikisource', 'William T. Stearn', 'WorldCat Identities']",83,8134509,14,"['Category:1879 births', 'Category:1960 deaths', 'Category:20th-century women scientists', 'Category:Academics of University College London', 'Category:Alumni of Newnham College, Cambridge', 'Category:Alumni of University College London', 'Category:British translators', 'Category:British women botanists', 'Category:English botanists', 'Category:English geneticists', 'Category:Fellows of Newnham College, Cambridge', 'Category:Fellows of the Linnean Society of London', 'Category:Fellows of the Royal Society', 'Category:Female Fellows of the Royal Society', 'Category:German–English translators', 'Category:People educated at North London Collegiate School', 'Category:Scientists from London']"
Agnes Ballard,"{'name': 'Agnes Ballard', 'image': 'File:Agnes Ballard.jpg', 'caption': 'Ballard in 1920', 'birth_date': '{{birth date|1877|9|14|mf|=|yes}}', 'birth_place': '[[Oxford, Massachusetts]], US', 'death_date': '{{dda|1969|11|24|1877|9|14|mf|=|yes}}', 'death_place': '[[West Palm Beach, Florida]], US', 'occupation': '[[Architect]], [[educator]]', 'years_active': '1906&ndash;1957'}",19453,"['Addison Mizner', 'Alaska', 'American Institute of Architects', 'Architect', 'B.A.', 'Contributing property', 'Educator', 'Episcopal Church (United States)', 'FAIA', 'FamilySearch', 'Find a Grave', 'Florida', 'French Riviera', 'Gainesville, Florida', 'Ida Annah Ryan', 'International Standard Book Number', 'John Raimondi', 'La Crosse, Wisconsin', 'Marion Manley', 'Newspapers.com', 'Nineteenth Amendment to the United States Constitution', 'OCLC', 'Old Northwood Historic District', 'Oxford, Massachusetts', 'Palm Beach County, Florida', 'Palm Beach Daily News', 'Palm Beach High School', 'Palmer, Michigan', 'Paris', 'Phi Kappa Phi', 'Sarasota Herald', 'Sarasota Herald-Tribune', 'School board', 'St. Augustine, Florida', 'Sun-Sentinel', 'Superintendent (education)', 'Tallahassee, Florida', 'The Palm Beach Post', 'University of Florida', 'University of Illinois Press', 'Wellesley College', 'West Palm Beach, Florida', 'White Plains, New York', 'Wilson Mizner', 'Women in architecture', 'Worcester State University', 'Worcester, Massachusetts', 'YWCA']",25,59030471,3,"['Category:1877 births', 'Category:1969 deaths', 'Category:20th-century American architects', 'Category:American women architects', 'Category:American women educators', 'Category:Architects from Florida', 'Category:County officials in Florida', 'Category:People from Oxford, Massachusetts', 'Category:People from Palm Beach County, Florida', 'Category:University of Florida alumni', 'Category:Women in Florida politics', 'Category:Worcester State University alumni']"
Agnes Blackadder Hall,"{'name': 'Agnes Blackadder Hall', 'former_names': 'New Hall', 'image': 'New Hall - St Andrews University - geograph.org.uk - 10909.jpg', 'image_size': '250px', 'caption': 'The main entrance to Agnes Blackadder Hall', 'building_type': '[[Student residence]]', 'architectural_style': '[[Modern architecture]]', 'owner': '[[University of St Andrews]]', 'address': 'North Haugh<br />St Andrews<br />Fife<br />KY16 9XW', 'location_town': '[[St Andrews]], [[Fife]]', 'location_country': '{{flagicon|Scotland}} [[Scotland]]', 'coordinates': '{{coord|56.3405|-2.8140|region:GB|display|=|inline,title}}', 'completion_date': '1993', 'website': '[https://www.st-andrews.ac.uk/accommodation/ug/residences/agnesblackadder/ Agnes Blackadder Hall]'}",8192,"['Academic dress of the University of St Andrews', 'Agnes Forbes Blackadder', 'Ancient university governance in Scotland', 'Andrew Lang Lecture', 'Andrew Melville Hall', 'Association football', 'Byre Theatre', 'Campus', 'Centre for the Study of Terrorism and Political Violence', 'Chancellor of the University of St Andrews', 'Combined Scottish Universities (UK Parliament constituency)', 'Deans Court', 'East of Scotland Universities Air Squadron', 'Edinburgh and St Andrews Universities (UK Parliament constituency)', 'Fife', 'Gatty Marine Laboratory', 'General Council of the University of St Andrews', 'Geographic coordinate system', 'Governance of the University of St Andrews', 'Graduation', 'Hamilton Hall (University of St Andrews)', 'History of the University of St Andrews', 'James Gregory Telescope', 'John Burnet Hall', 'Lady Literate in Arts', 'List of alumni of the University of St Andrews', 'List of university a cappella groups in the United Kingdom', 'MacTutor History of Mathematics archive', 'Master of the United College', 'Menzies Campbell', 'Modern architecture', 'Museum of the University of St Andrews', 'Prince William, Duke of Cambridge', 'Principal of the University of St Andrews', 'Quaestor (University of St Andrews)', 'Rector of the University of St Andrews', 'Rugby football', 'Sally Mapstone', 'Scotland', 'Sea Mammal Research Unit', 'Srđa Popović (activist)', 'St Andrews', 'St Andrews Prize for the Environment', 'St Andrews University Canoe Club', 'St Andrews University F.C.', 'St Andrews University Shinty Club', ""St John's College, St Andrews"", ""St Leonard's College (University of St Andrews)"", ""St Mary's College, St Andrews"", 'St Regulus Hall', ""St Salvator's Chapel"", ""St Salvator's College, St Andrews"", ""St Salvator's Hall"", 'Student residence', 'Tayforth UOTC', 'The Alleycats (University of St Andrews)', 'The Other Guys (University of St Andrews)', 'The Saint (UK newspaper)', 'The Scottish Varsity', 'United College, St Andrews', 'Universal Short Title Catalogue', 'University Hall (University of St Andrews)', 'University court', 'University of Dundee', 'University of St Andrews', 'University of St Andrews Athletic Union', 'University of St Andrews Boat Club', 'University of St Andrews Catholic Chaplaincy', 'University of St Andrews RFC', 'University of St Andrews School of Medicine', ""University of St Andrews Students' Association"", 'University of St Andrews Union Debating Society']",61,17263028,11,['Category:University of St Andrews halls of residence']
Agnes Ullmann,"{'name': 'Agnes Ullmann', 'citizenship': 'French', 'birth_date': '{{birth date|1927|4|14}}', 'birth_place': '[[Satu Mare]], [[Romania]]', 'death_date': '{{death date and age|2019|2|25|1928|1|5}}', 'death_place': 'Paris, France', 'education': '[[Budapest University]]', 'workplaces': '[[Institut Pasteur]]', 'field': '[[microbiology]]', 'awards': '[[Robert Koch Medal]] {{small|(2002)}}'}",7036,"['André Lwoff', 'Bibliothèque nationale de France', 'Blue–white screen', 'Budapest University', 'Catabolite repression', 'Cyclic adenosine monophosphate', 'Digital object identifier', 'E. coli', 'European Academy of Microbiology', 'Hungarian Academy of Sciences', 'Institut Pasteur', 'Integrated Authority File', 'International Standard Book Number', 'International Standard Name Identifier', 'International Standard Serial Number', 'Jacques Monod', 'Library of Congress Control Number', 'Microbiologist', 'Microbiology', 'OCLC', 'Pertussis toxin', 'Robert Koch Medal', 'Romania', 'Royal Library of the Netherlands', 'Satu Mare', 'Sean B. Carroll', 'Second messenger system', 'Streptomycin', 'Système universitaire de documentation', 'University of Budapest', 'Virtual International Authority File', 'Whooping cough', 'WorldCat Identities']",18,58745957,3,"['Category:1927 births', 'Category:2019 deaths', 'Category:20th-century French scientists', 'Category:20th-century biologists', 'Category:20th-century births', 'Category:20th-century women scientists', 'Category:French medical biography stubs', 'Category:French microbiologists', 'Category:French people of Hungarian-Jewish descent', 'Category:Women microbiologists']"
Alastair G. W. Cameron,"{'name': 'Alastair G. W. Cameron', 'birth_date': '{{birth date|1925|6|21|df|=|yes}}', 'birth_place': '[[Winnipeg]], [[Manitoba]], Canada', 'death_date': '{{death date and age|2005|10|3|1925|6|21|df|=|yes}}', 'death_place': '[[Tucson, Arizona|Tucson]], [[Arizona]], United States', 'citizenship': 'Canadian, American', 'workplaces': '[[California Institute of Technology|Caltech]], <br> [[Goddard Institute for Space Studies]], <br> [[Yeshiva University]], <br> [[Harvard University]]', 'alma_mater': '[[University of Manitoba]], <br> [[University of Saskatchewan]]', 'known_for': '[[r-process]], [[stellar nucleosynthesis]]', 'awards': '[[Hans Bethe Prize]] (2006)'}",16790,"['American Astronomical Society', 'American Physical Society', 'Ames Laboratory', 'Apollo program', 'Arizona', 'Astronomy', 'Astrophysicist', 'Atomic Energy of Canada Limited', 'B2FH paper', 'Bachelor of Science', 'Betatron', 'Bibcode', 'Biblioteca Nacional de España', 'Bibliothèque nationale de France', 'California Institute of Technology', 'Chalk River Laboratories', 'Chemical element', 'Digital object identifier', 'Earth', 'Electronvolt', 'Formation and evolution of the Solar System', 'Fred Hoyle', 'Gas giant', 'Geoffrey Burbidge', 'Gerald J. Wasserburg', 'Giant-impact hypothesis', 'Goddard Institute for Space Studies', 'Half-life', 'Hans Bethe Prize', 'Harvard University', 'Heavy metals', 'Henry Norris Russell Lectureship', 'Integrated Authority File', 'International Standard Name Identifier', 'International Standard Serial Number', 'Interstellar medium', 'Iodine-129', 'Iowa State University', 'Isotopes of xenon', 'J. Lawrence Smith Medal', 'LIBRIS', 'Leon Katz (physicist)', 'Leonard Medal', 'Library of Congress Control Number', 'London', 'Lunar and Planetary Laboratory', 'Manitoba', 'Margaret Burbidge', 'Mars', 'Meteoritical Society', 'Moon', 'National Academy of Sciences', 'National Diet Library', 'National Library of the Czech Republic', 'Neutron', 'Nuclear astrophysics', 'Nuclear cross section', 'Nuclear fusion', 'Ontario', 'Paul W. Merrill', 'Petrie Prize Lecture', 'Photodisintegration', 'Protoplanetary disk', 'R Andromedae', 'R-process', 'Red giant', 'Richardton meteorite', 'Royal Library of the Netherlands', 'Royal Society of Canada', 'SNAC', 'Science News', 'Slide rule', 'Star', 'Stellar nucleosynthesis', 'Synchrotron', 'Système universitaire de documentation', 'Technetium', 'Terrestrial planet', 'The Astrophysical Journal', 'Triple-alpha process', 'Trove', 'Tucson, Arizona', 'United States Atomic Energy Commission', 'United States National Academy of Sciences', 'University of Arizona', 'University of Manitoba', 'University of Saskatchewan', 'Virtual International Authority File', 'William Alfred Fowler', 'William Kenneth Hartmann', 'Winnipeg', 'Winnipeg, Manitoba', 'WorldCat Identities', 'Yeshiva University']",46,11964643,7,"['Category:1925 births', 'Category:2005 deaths', 'Category:Canadian astronomers', 'Category:Canadian physicists', 'Category:Members of the United States National Academy of Sciences']"
Albert Chao,"{'name': 'Albert Chao', 'image': 'Ting Tsung Chao PET2005 crop.jpg', 'caption': 'Albert Chao receiving the [[Petrochemical Heritage Award]] on behalf of his father, [[Ting Tsung Chao]], in 2005', 'birth_date': '{{birth year|1949}}', 'nationality': 'Chinese', 'occupation': 'Businessman', 'known for': 'Petrochemical and plastics industry', 'awards': '[[Petrochemical Heritage Award]], 2019'}",3807,"['Brandeis University', 'China', 'Columbia University', 'James Y. Chao', 'Lotte Chemical Titan', 'Malaysia', 'Petrochemical Heritage Award', 'Polyethylene', 'Taiwan', 'Ting Tsung Chao', 'Westlake Chemical', 'Westlake Chemical Corporation']",12,49609509,13,"['Category:1949 births', 'Category:American business biography stubs', 'Category:American chief executives', 'Category:American company founders', 'Category:American people of Taiwanese descent', 'Category:Columbia Business School alumni', 'Category:Living people', 'Category:Members of Committee of 100']"
Albert Parsons,"{'name': 'Albert Parsons', 'image_name': 'Albert Parsons portrait.jpg', 'image_size': '200px', 'birth_name': 'Albert Richard Parsons', 'birth_date': '{{Birth date|mf|=|yes|1848|06|20}}', 'birth_place': '[[Montgomery, Alabama]]', 'death_date': '{{Death date and age|mf|=|yes|1887|11|11|1848|06|20}}', 'death_place': '[[Chicago]], [[Illinois]]', 'conviction': 'Conspiracy', 'conviction_penalty': 'Death by hanging', 'occupation': 'Printer', 'spouse': '[[Lucy Parsons]]', 'module': '{{Infobox military person|embed|=|yes\n| allegiance    |=| |flag|Confederate States of America|\n| branch        |=| |army|Confederate States of America|\n| unit          |=| |flagicon|Texas| ""Lone Star Greys""\n| serviceyears  |=| 1861–1865\n| rank          |=| \n| website       |=|}} {{flag|Confederate States of America}} {{army|Confederate States of America}} {{flagicon|Texas}} ""Lone Star Greys""'}",30317,"['Abraham Lincoln Presidential Library', 'Adolph Fischer', 'Albert Parsons (politician)', 'Allegheny City, Pennsylvania', 'American Civil War', 'American Revolution', 'Anarchism', 'Anarchist', 'Apprentice', 'Artillery', 'August Spies', 'Austin, Texas', 'Baptist', 'Basic Books', 'Battle of Brandywine', 'Battle of Bunker Hill', 'Baylor University', 'Bibliothèque nationale de France', 'Blasting cap', 'Brazos River', 'Broadsheet', 'Cavalry', 'Chicago', 'Chicago City Hall', 'Chicago Relief and Aid Society', 'Chicago Times', 'Chicago, Illinois', 'Chicagoer Arbeiter-Zeitung', 'Confederate States Army', 'Confederate States of America', 'Conviction', 'Cook County, Illinois', 'County Clerk', 'David E. Twiggs', 'Dyer D. Lum', 'Eight-hour day', 'England', 'Find a Grave', 'Forest Park, Illinois', 'Gallows', 'Galveston, Texas', 'George A. Schilling', 'George Engel', 'George Schilling', 'George Washington', 'German Waldheim Cemetery', 'Goddess of Anarchy: The Life and Times of Lucy Parsons, American Radical', 'Great Chicago Fire', 'Great Railroad Strike of 1877', 'Gulf of Mexico', 'Haymarket Martyrs Monument', ""Haymarket Martyrs' Monument"", 'Haymarket affair', 'Illinois', 'Illinois State Legislature', 'Illinois State Senate', 'Indenture', 'Industrial Workers of the World', 'Infantry', 'International Standard Name Identifier', ""International Workers' Day"", ""International Working People's Association"", 'Irregular military', 'Jacqueline Jones', 'John Peter Altgeld', 'Johnson County, Texas', 'Joseph Gary', 'Knights of Labor', 'Ku Klux Klan', 'Library of Congress Control Number', 'Lizzie Holmes', 'Lone Star Greys', 'Louis Lingg', 'Lucy Parsons', 'Madison, Wisconsin', 'Maine', 'Marxist', 'Masthead (American publishing)', 'May Day', 'Michael Schwab', 'Military drill', 'Montgomery, Alabama', 'Monuments relating to the Haymarket affair', 'Narragansett Bay', 'National Labor Union', 'National Library of Israel', 'National Library of the Czech Republic', 'Newark, New Jersey', 'Newspaper hawker', 'Oscar Neebe', 'Paris Commune', 'Pittsburgh, Pennsylvania', 'Political patronage', 'Powder monkey', ""Printer's devil"", 'Reconstruction era', 'Reconstruction era of the United States', 'Republican Party (U.S.)', 'Republican party (United States)', 'Revolutionary Socialist Labor Party', 'Rhode Island', 'Richard James Oglesby', 'Royal Library of the Netherlands', 'SNAC', 'Sabine Pass, Texas', 'Samuel Fielden', 'Samuel Holden Parsons', 'Social Democratic Party of America (1874)', 'Socialist', 'Socialist Labor Party of America', 'Springfield, Illinois', 'Système universitaire de documentation', 'Texas', 'Texas Hill Country', 'Texas State Senate', 'The Alarm (newspaper)', 'The Galveston County Daily News', 'The Haymarket Conspiracy', 'The Haymarket Tragedy', 'Tyler, Texas', 'Ulysses S. Grant', 'United States Congress', 'Virtual International Authority File', 'Waco, Texas', 'Washington, D.C.', 'Wikisource', 'Willard Richardson', 'William Henry Parsons (colonel)', 'Wisconsin Historical Society', ""Workingmen's Party of the United States"", 'WorldCat Identities']",171,596106,61,"['Category:1848 births', 'Category:1886 crimes in the United States', 'Category:1887 deaths', 'Category:19th-century executions by the United States', 'Category:19th-century executions of American people', 'Category:American anarchists', 'Category:American socialists', 'Category:Anarcho-communists', 'Category:Burials at Forest Home Cemetery, Chicago', 'Category:Confederate States Army officers', 'Category:Executed anarchists', 'Category:Executed people from Alabama', 'Category:Executed people from Illinois', 'Category:Haymarket affair', 'Category:Knights of Labor people', 'Category:Members of the Socialist Labor Party of America', 'Category:Military personnel from Montgomery, Alabama', 'Category:Politicians from Chicago', 'Category:Politicians from Montgomery, Alabama']"
